City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
193,altai,46.3722,96.2583,293.81,22,59,0.86,MN,1690423695
194,cill airne,52.05,-9.5167,288.94,99,100,2.28,IE,1690423695
195,coquimbo,-29.9533,-71.3436,286.0,87,0,2.06,CL,1690423665
196,ketchikan,55.3422,-131.6461,292.41,68,75,4.12,US,1690423636
197,zalesovo,53.9939,84.7431,295.72,50,85,0.85,RU,1690423696
198,cudahy,33.9606,-118.1853,310.95,47,0,4.63,US,1690423696
199,vorgashor,67.5833,63.95,286.32,92,100,2.09,RU,1690423696
200,okha,53.5739,142.9478,287.17,95,100,1.63,RU,1690423697
201,katsuren-haebaru,26.3369,127.8719,303.16,84,100,7.2,JP,1690423551
202,pekan,3.4836,103.3996,300.84,79,100,2.64,MY,1690423698
203,taoudenni,22.6783,-3.9836,310.66,23,25,3.96,ML,1690423698
204,susuman,62.7833,148.1667,282.87,82,100,2.84,RU,1690423698
205,severo-yeniseyskiy,60.3725,93.0408,289.13,93,100,1.15,RU,1690423572
206,alofi,-19.0595,-169.9187,298.09,65,75,1.54,NU,1690423698
207,kununurra,-15.7667,128.7333,297.14,38,8,2.57,AU,1690423402
208,aripuana,-9.1667,-60.6333,296.91,54,13,0.37,BR,1690423699
209,nuuk,64.1835,-51.7216,278.49,100,100,6.69,GL,1690423501
210,kailua-kona,19.6406,-155.9956,302.32,80,40,5.66,US,1690423699
211,port macquarie,-31.4333,152.9167,293.65,53,0,3.21,AU,1690423700
212,vila velha,-20.3297,-40.2925,294.23,89,40,1.03,BR,1690423700
213,concepcion,-36.827,-73.0498,281.04,100,51,0.0,CL,1690423701
214,erbaa,40.6689,36.5675,293.38,58,0,1.27,TR,1690423701
215,ust-nera,64.5667,143.2,287.57,58,100,3.31,RU,1690423701
216,anadyr,64.75,177.4833,286.43,82,75,5.0,RU,1690423701
217,rongelap,11.1635,166.8941,301.38,79,100,7.97,MH,1690423701
218,fallon,39.4735,-118.7774,307.29,15,40,6.17,US,1690423446
219,kodiak,57.79,-152.4072,287.88,82,100,3.09,US,1690423702
220,cascavel,-24.9558,-53.4553,287.95,74,16,2.37,BR,1690423702
221,sumbe,-11.2061,13.8437,292.81,94,6,3.43,AO,1690423702
222,huntingburg,38.2989,-86.955,299.8,83,0,5.14,US,1690423634
223,nar'yan-mar,67.6713,53.087,290.68,70,99,1.67,RU,1690423703
224,thompson,55.7435,-97.8558,287.24,77,100,0.0,CA,1690423703
225,mahajanga,-15.7167,46.3167,295.51,59,25,6.6,MG,1690423703
226,vila franca do campo,37.7167,-25.4333,293.38,85,0,2.19,PT,1690423562
227,pisco,-13.7,-76.2167,291.18,82,0,5.66,PE,1690423587
228,new norfolk,-42.7826,147.0587,286.44,58,100,1.79,AU,1690423704
229,pocahontas,36.2615,-90.9712,302.1,87,0,5.14,US,1690423704
230,fort bragg,35.139,-79.006,302.49,77,0,2.57,US,1690423530
231,mata-utu,-13.2816,-176.1745,299.71,77,100,7.41,WF,1690423704
232,mount gambier,-37.8333,140.7667,287.84,56,1,5.56,AU,1690423704
233,lib,8.3122,167.3766,301.57,75,66,3.89,MH,1690423705
234,terrace,54.5163,-128.6035,294.1,52,75,3.6,CA,1690423487
235,church hill,36.5223,-82.7135,300.58,77,1,1.23,US,1690423705
236,ulsteinvik,62.3432,5.8487,289.68,90,97,1.89,NO,1690423705
237,cadale,2.7603,46.3222,297.73,84,100,7.31,SO,1690423705
238,ubari,26.5921,12.7805,304.4,10,2,2.95,LY,1690423705
239,chonchi,-42.6128,-73.8092,281.55,98,100,1.18,CL,1690423523
240,sola,-13.8833,167.55,297.84,82,100,12.39,VU,1690423541
241,tura,25.5198,90.2201,297.42,97,100,2.31,IN,1690423707
242,carutapera,-1.195,-46.02,298.05,86,35,2.93,BR,1690423707
243,plaza huincul,-38.926,-69.2086,281.01,10,100,0.45,AR,1690423707
244,baymak,52.5933,58.3225,290.96,72,13,2.26,RU,1690423708
245,jiwani,25.05,61.7417,300.88,85,92,4.91,PK,1690423708
246,salinas,36.6777,-121.6555,297.48,79,100,7.72,US,1690423708
247,olonkinbyen,70.9221,-8.7187,277.8,90,100,4.7,SJ,1690423709
248,hinton,53.4001,-117.5857,285.33,86,100,2.44,CA,1690423710
249,chesma,53.8111,60.6533,290.79,79,2,3.12,RU,1690423710
250,rikaze,29.25,88.8833,282.97,85,100,1.52,CN,1690423710
251,mus,39.0,41.75,287.17,57,0,2.23,TR,1690423710
252,praia da vitoria,38.7333,-27.0667,295.24,92,39,2.93,PT,1690423711
